title,description,genres,emotions,emojis
A StoryBots Space Adventure,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,['animation'],"[curiosity, awe, learning, joy, amazement, inspiration, discovery, fascination]",🚀🌌👨‍🚀🔭🌠📚🎉😲
Bombay Begums,"From boardrooms to society's margins, five ambitious women from various walks of life navigate dreams, desires and disappointments in modern Mumbai.",['drama'],"[ambition, empowerment, struggle, resilience, frustration, hope, determination, empathy]",👩‍💼🌆🌟🌠🎢🌹🚀🤝
LEGO Friends: The Power of Friendship,"Five best friends face adventures side by side in their hometown. Zany antics, love and missteps are better with friends.",['animation'],"[friendship, joy, laughter, nostalgia, empowerment, warmth, positivity, inspiration]",🌟🎉🤣🥰👭💪🌈🌸
Hannibal Buress: Comedy Camisado,"He's a kamikaze gambler. A one-arm cuddler. And if his fly is down, so be it. A night of sly riffs and slow burns.",['comedy'],"[laughter, amusement, surprise, relaxation, enjoyment, entertainment, satisfaction, appreciation]",😂🤣😮😌👌🎉👏😊
#Rucker50,"The celebratory explosion of basketball history makers, legend shakers and lawbreakers; juxtaposed against important events in Civil & Human Rights. The 50 years of The Rucker's ripples reverberate throughout Basketball, Hip-Hop, Harlem, and life.",['documentation'],"[nostalgia, inspiration, unity, empowerment, admiration, reflection, joy, pride]",🏀🎶🏙️✊🌟🎉🤩🤝
Herod's Law,"Mexico, 1949. The fable of a janitor turned Mayor on a little town lost in the Mexican desert, who gradually realizes how far his new acquainted power and corruption can get him.","['comedy', 'crime', 'thriller']","[laughter, intrigue, cynicism, shock, empathy, frustration, satisfaction, reflection]",🤣😮🤔🤯😔😡😌🤔
Love Like the Falling Rain,"Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident.","['drama', 'romance', 'fantasy']","[hope, longing, heartbreak, friendship, regret, acceptance, resilience, bittersweet]",😢😍😔🤝😞🌧️🌈🌟
Veronica,"Madrid, June 1991. After celebrating a session of Ouija with her friends, Verónica is besieged by dangerous supernatural presences that threaten to harm her entire family.",['horror'],"[fear, suspense, terror, anxiety, dread, unease, curiosity, shock]",👻😱🔮👨‍👩‍👧‍👦👻🧿🔥🏚️🕰️
Super Monsters,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,"['animation', 'comedy', 'family', 'horror']","[joy, curiosity, playfulness, nostalgia, anticipation, empowerment, friendship, silliness]",🧛‍♀️👧🧟‍♂️👦🦇🧙‍♀️👻🧚‍♂️🎒🎃
High & Low The Movie,"S.W.O.R.D. Chiku is a devastated and dangerous town with 5 gangs - Sannoh Rengokai, White Rascals, Oya Kohkoh, Rude Boys and Daruma Ikka - fighting fiercely. The name S.W.O.R.D. comprises of the first letter in each of these gangs. Before these 5 gangs, the legendary Mugen gang dominated the town. Mugen and the Amamiya Brothers (who did not submit to Mugen) clashed and Mugen disbanded, but ...",['action'],"[intensity, rivalry, suspense, loyalty, determination, violence, thrill, unity]",🔥💥🤜💣🔪🔫👊💪
Cleaner,"Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.","['thriller', 'crime']","suspense, intrigue, fear, curiosity, tension, unease, suspicion, surprise",🕵️‍♂️💀🔍🔪🤔🔎🤫😱
Duplicate,"Seeking vengeance on those who double-crossed him, an escaped prisoner impersonates an unsuspecting chef.","['comedy', 'action', 'crime', 'thriller']","[humor, anticipation, suspense, thrill, surprise, satisfaction, amusement, revenge]",🤣🔪🚔🕵️‍♂️🍳💥🚶‍♂️🔫
Kyaa Super Kool Hain Hum,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,"['drama', 'comedy']","[humor, romance, silliness, amusement, absurdity, confusion, entertainment, lightheartedness]",🤣🎭🤪🎉🤔😂😄🎈
Frontier,"The chaotic and violent struggle to control wealth and power in the North American fur trade in late 18th century Canada. Told from multiple perspectives, Frontier takes place in a world where business negotiations might be resolved with close-quarter hatchet fights, and where delicate relations between native tribes and Europeans can spark bloody conflicts.","['action', 'history', 'drama']","[tension, suspense, intrigue, conflict, curiosity, thrill, empathy, astonishment]",🌲🔪🔥🏹🌍💰👥🩸
Centauro,"Rafa's hooked on the pure, fiery feelings he gets from speed racing, but when his kid's mom gets mixed up with drug dealers, he burns rubber to save her.","['action', 'crime', 'thriller']","[excitement, suspense, adrenaline, determination, love, fear, relief, satisfaction]",🏎️🔥🚓💔💊🔫🏴‍☠️💪
Donald Glover: Weirdo,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us.","['comedy', 'documentation']","[laughter, joy, nostalgia, amusement, relatability, surprise, admiration, satisfaction]",😂🤣😄🎉🙌😊👏👍
Elite Short Stories: Nadia Guzmán,"Nadia feels conflicted about whether or not to see her long distance boyfriend, Guzmán, when she returns to Spain for her sister's wedding.","['drama', 'romance']","[confusion, longing, anticipation, love, uncertainty, nostalgia, hesitation, desire]",😕🌍💔👫🤔📸😍💭
Tramps,A young man and woman find love in an unlikely place while carrying out a shady deal.,"['comedy', 'romance', 'documentation', 'european']","[romance, suspense, humor, anticipation, curiosity, surprise, hope, satisfaction]",💑🔍🤔🤣😱🤞🎉👍
System Crasher,"On her wild quest for love, 9-year-old Benni's untamed energy drives everyone around her to despair.","['drama', 'european']","[frustration, sympathy, hope, despair, compassion, curiosity, vulnerability, resilience]",🌪️🔥🎢🌟🔧🎭🌈💪
Virunga: Gorillas in Peril,A behind-the-scenes documentary about the gorillas featured in the film Virunga.,['documentation'],"[awe, empathy, concern, hope, determination, admiration, anger, inspiration]",🦍🎥🌍📽️🦍❤️🌱🔥
99 Songs,"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.","['romance', 'drama']","[romance, passion, determination, longing, joy, heartbreak, inspiration, hope]",🎵❤️🎶🎭🌟🎸🥰🎵
The Drug King,"Busan, South Korea, 1970s. Lee Doo-sam is a small-time smuggler. After helping a drug gang to smuggle meth, he falls into the dark crime world. Quick-witted and full of ambition, he eventually takes over the drug underworld and starts to lead a double life: a good community leader during the day but an infamous drug lord during the night.","['crime', 'action', 'drama']","[suspense, thrill, intrigue, ambition, deception, conflict, power, redemption]",🌃🔫🌌👑🔥🏢🧠💊
Cairo Station,"Qinawi, a physically challenged peddler who makes his living selling newspapers in the central Cairo train station, is obsessed by Hanuma, an attractive young woman who sells drinks. While she jokes with him about a possible relationship, she is actually in love with Abu Siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment.","['drama', 'crime', 'comedy']","[romance, longing, jealousy, frustration, hope, empathy, anger, humor]",🌹😔😡🤔🤞😢😠😂
Dreamy Eyes,Mắt Biếc (Dreamy Eyes) tells the story of the one-sided love of Ngan for Ha Lan — his childhood friend.,"['drama', 'romance']","['nostalgia', 'longing', 'heartbreak', 'hope', 'joy', 'tenderness', 'sorrow', 'anticipation']",😢❤️😔😢😊🌸😥🤞
Inventing Anna,"A journalist with a lot to prove investigates the case of Anna Delvey, the Instagram-legendary German heiress who stole the hearts of New York’s social scene – and stole their money as well.",['drama'],"[intrigue, curiosity, deception, fascination, disbelief, empathy, satisfaction, vindication]",🕵️‍♀️💰📸🧐🔍🤔😮😌
Zach Galifianakis: Live at the Purple Onion,"From an inauspicious beginning performing comedy routines in the back of a burger joint in New York, unorthodox stand-up star Zach Galifianakis has made a splash on the scene with his inimitable brand of humor. In this live show filmed at San Francisco's Purple Onion nightclub, the versatile funnyman serves up a healthy dose of his signature wit.","['comedy', 'documentation']","[laughter, amusement, surprise, enjoyment, appreciation, entertainment, nostalgia, admiration]",😂🤣😮😊👏🎉🎭👍
Business Proposal,An ordinary office worker disguises herself and goes on a blind date with her attractive boss in the place of her friend to end this unwanted marriage blind date after her request.,"['drama', 'romance', 'comedy']","[humor, anticipation, empathy, amusement, frustration, relief, happiness, satisfaction]",😂😬
Seeking a Man,"Shams  is an Egyptian bank employee who dreams of becoming a mother and having her own baby, but the problem is that she refuses the idea of marriage. Shams finds a solution to her dilemma when she meets a veterinarian called Bahgat.","['romance', 'comedy', 'drama']","[romance, humor, anticipation, joy, empathy, determination, surprise, fulfillment]",🤣😍🤔😂👩‍❤️‍💋‍👨🙌😮😊🎉
Our Beloved Summer,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives.","['comedy', 'drama']","[nostalgia, humor, tension, romance, regret, reconciliation, amusement, anticipation]",😂❤️🎬😅🔥😔😊🤔
Rowdy Rathore,"A small-time thug comes across a young girl who claims him to be her father, following which he realizes he has a lookalike who's being hunted by goons.","['action', 'comedy', 'crime']","[laughter, excitement, suspense, surprise, affection, empathy, satisfaction, amusement]",😂🤩😱😮😊🤗😌😆
The Ritual,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.","['thriller', 'horror']","fear, suspense, anxiety, tension, unease, curiosity, dread, terror",🌲😱🔪🏕️👥
22 July,"In Norway on 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utöya Island outside of Oslo. This three-part story will focus on the survivors of the attacks, the political leadership of Norway, and the lawyers involved.","['thriller', 'crime', 'drama', 'history', 'european']","[shock, sadness, fear, anger, empathy, resilience, justice, reflection]",😱😢😨😡🤝💪🏼⚖️🤔
Ni de coña,"Four couples attend a spiritual retreat in the Caribbean to safe their relationships. They have to overcome the tests set by 2 unusual love gurus, and fight for their own lives, which wasn't part of the plan.","['comedy', 'european']","[humor, romance, suspense, surprise, hope, frustration, relief, satisfaction]",😂❤️😱🤔🙏😫😅😌
Hilda and the Mountain King,"When Hilda wakes up in the body of a troll, she must use her wits and courage to get back home, become human again — and save the city of Trolberg.","['fantasy', 'family', 'animation', 'comedy', 'drama']","[adventure, excitement, bravery, curiosity, empathy, hope, joy, determination]",🧝‍♀️🏔️🧟‍♂️🔮🏰🚪🌈🌟
Whindersson Nunes: Adulto,Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.,['comedy'],"[humor, nostalgia, joy, amusement, inspiration, relatability, surprise, admiration]",😂🎵🇧🇷📹🎉🤔👏🤩
Okupas,"During the year 2000, Ricardo, Pollo, Walter and Chiqui occupied a house in the Buenos Aires neighborhood of Congreso. The four young people forge a strong friendship that leads them to go through different stories of crime, drugs and social marginalization.","['drama', 'crime']","[drama, suspense, empathy, curiosity, nostalgia, friendship, despair, hope]",🏙️🚬💉🔪🤝🔥🌃💔
Encounters,"To please her mother, a woman sets out to find a husband, and makes an ambitious plan to find a match -- and get married -- within one year.",['comedy'],"[humor, anticipation, hope, frustration, surprise, joy, relief, satisfaction]",🤣😮😅🤔😃😂😌😊
Lady Boss: The Jackie Collins Story,"In 1968, Jackie Collins published her first novel The World Is Full of Married Men to remarkable success and immediate scandal. Over the next decades, Collins would go on to build an empire writing books where female agency came first. Jackie Collins’ women were unapologetic about their needs and their sexual desire, and to her devoted readers, Collins became a symbol of the effortless power that defined her heroines.",['documentation'],"[inspiration, empowerment, nostalgia, admiration, intrigue, fascination, triumph, satisfaction]",📚👩‍💼💥📖🔥👑✨👏
The Zookeeper's Wife,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.","['war', 'drama', 'history']","[courage, fear, compassion, hope, resilience, sadness, admiration, gratitude]",🦁🏰🕊️🌍🕯️🌷🎗️🙏
Ranveer vs Wild with Bear Grylls,"Click through this interactive special, helping superstar Ranveer Singh and adventurer Bear Grylls brave the Serbian wilderness to find a rare flower.",['documentation'],"[adventure, excitement, curiosity, bravery, determination, thrill, admiration, suspense]",🌿🏕️🔍🌸🔥🌍🎬👀
Jeff Dunham: All Over the Map,"Jeff Dunham and his iconic creations, Achmed, Walter, Peanut, and Bubba J. have embarked on an unprecedented world tour through five continents, logging almost 100,000 miles and starring in arenas where few American comedians have dared to perform. Tell the wrong joke in Singapore or United Arab Emirates and risk being handcuffed before you ever leave the stage. Bring Achmed the Dead Terrorist on stage in Malaysia after a government warning forbidding his presence, and you may never leave Kuala Lumpur. While Dunham crafts pop culture references that can excite a local audience upon entering each country, Jeff shows that humor is truly universal. Most of the time.",['comedy'],"[laughter, amusement, curiosity, surprise, anticipation, cultural appreciation, joy, entertainment]",🤣🎭🌍🤔😲🎉🌟📺
Table Manners,"Family, food and love. Life's three courses made easy.","['comedy', 'drama']","[laughter, warmth, nostalgia, happiness, love, hunger, amusement, satisfaction]",🍽️👨‍👩‍👧‍👦🍳🍕🍔🍝🍰🤣❤️
Black Beach,"Carlos, a ruthless Spanish negotiation expert working in Brussels, is tasked with handling the kidnapping of a senior oil company executive in a troubled West African country —with which he has old and deep ties—, torn by ethnic tensions and government abuses.","['drama', 'fantasy', 'action', 'thriller']","tension, suspense, fear, curiosity, empathy, intrigue, anticipation, relief",🌍🔒🔥🔫👥💔💰🛡️
Luccas Neto in: Summer Camp,Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood.,['comedy'],"[joy, humor, anticipation, empowerment, camaraderie, mischief, triumph, nostalgia]",🎉🤣🤩🦸‍♂️🤝😈🏆🏕️
The Girl from the Song,"A young musician travels to Burning Man, a psychedelic festival in the middle of the Nevada desert, in an attempt to get the impetuous girl he has fallen in love with.","['romance', 'drama', 'music', 'european']","[romance, hope, longing, curiosity, joy, heartbreak, inspiration, nostalgia]",🎵🌈🎸🏜️❤️🎶🚗🌌
Moshe Kasher: Live in Oakland,"Oakland-bred comic and best-selling author Moshe Kasher comes back to the Bay Area in this standup special. Back on his home turf, Kasher finds comedy in these uproarious stories about the people he's met -- and how they see him. Recorded live at the New Parish nightclub in January 2012.",['comedy'],"[laughter, nostalgia, relatability, amusement, happiness, pride, connection, entertainment]",😂🌉🎤👥🎉📚🔗🎭
#AnneFrank. Parallel Stories,"One single Anne Frank moves us more than the countless others who suffered just as she did but whose faces have remained in the shadows-Primo Levi. The Oscar®-winning Helen Mirren will introduce audiences to Anne Frank's story through the words in her diary. The set will be her room in the secret refuge in Amsterdam, reconstructed in every detail by set designers from the Piccolo Theatre in Milan. Anne Frank this year would have been 90 years old. Anne's story is intertwined with that of five Holocaust survivors, teenage girls just like her, with the same ideals, the same desire to live: Arianna Szörenyi, Sarah Lichtsztejn-Montard, Helga Weiss and sisters Andra and Tatiana Bucci. Their testimonies alternate with those of their children and grandchildren.","['drama', 'history', 'documentation']","[empathy, sadness, inspiration, reflection, hope, compassion, resilience, gratitude]",📚🕊️🕯️🌸🌍🔒🧡👭
Running Man,"The fruit of the Soul Tree was the source of energy for civilization. However, many were blinded by its ultimate power which led to never-ending battles amongst the tribes. Desperate to put an end to these catastrophic wars, the leaders of each tribe finally reached a peace agreement that resulted in a competition. One player from each tribe, equipped with special watches and shields, compete against one another for a chance to win the Materion, the sacred fruit of the Soul Tree. And those brave contestants who strive to succeed in the competition are known as the Running man. There are seven representatives from each tribe in the competition. In different games, they either play against each other, split into teams or work together as one.","['comedy', 'animation']","[excitement, suspense, competition, unity, anticipation, humor, determination, triumph]",🏃‍♂️🔥🛡️💪🌳🍎🔧🏆
137 Shots,"In this documentary, law enforcement faces scrutiny as Americans demand justice after police violence claims multiple Black lives in Cleveland.","['documentation', 'crime']","[outrage, anger, sadness, frustration, empathy, injustice, activism, determination]",🚓🙅🏿‍♂️🤬💔👊🏿📢✊🏿👮🏻‍♀️
Been So Long,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,"['music', 'romance', 'drama']","[romance, hope, uncertainty, joy, vulnerability, curiosity, nostalgia, empowerment]",🎶❤️🤔🌟😊🎢😍💪
The Rental,Two couples rent a vacation home for what should be a celebratory weekend get-away.,"['drama', 'horror', 'thriller']","[suspense, fear, tension, curiosity, unease, shock, paranoia, dread]",🏠🔪👥💀
The Book of Eli,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.","['scifi', 'action', 'thriller', 'drama', 'european']","[hope, suspense, determination, fear, curiosity, awe, despair, triumph]",🌍🔥🚶‍♂️📘💥🗡️👀✨
Rabbids Invasion,The Rabbids are back in their new tv show. The rabbids discovers new things and learn what they do. But that they don't know is that they are curious.,"['animation', 'comedy', 'family', 'european']","[joy, amusement, curiosity, silliness, surprise, laughter, nostalgia, innocence]",🐰📺
The Breaker Upperers,Two women run a business breaking up couples for cash but when one develops a conscience their friendship unravels.,['comedy'],"[laughter, empathy, conflict, nostalgia, surprise, guilt, reconciliation, satisfaction]",😂😔🤔😅🙈😳🤝😌
Evil Genius,This baffling true crime story starts with the grisly death of a pizza man who robs a bank with a bomb around his neck - and gets weirder from there.,"['documentation', 'crime']","[mystery, shock, intrigue, suspense, confusion, disbelief, curiosity, fear]",🕵️‍♀️💣🍕🔍🤔🤯😱🔮
The Victims' Game,"After discovering his estranged daughter's link to mysterious murders, a forensic detective with Asperger's syndrome risks everything to solve the case.","['drama', 'crime', 'thriller']","[intrigue, suspense, empathy, curiosity, tension, determination, satisfaction, surprise]",🕵️‍♂️🔍🔎🔦🧩🔪🧠🤯
Out of My League,"Marta may be an orphan, and she may be affected by a lethal illness, yet she is the most positive person one can meet. She wants a boy to fall for her. Not any boy - the most handsome of them all. One day, she may have found her match.","['romance', 'comedy', 'drama', 'european']","[hope, happiness, laughter, romance, empathy, inspiration, anticipation, satisfaction]",😊🌟🤣💑🙏💡🤔😌
Bombay Rose,"BOMBAY ROSE is a beautiful hand-painted animation created by award winning animator Gitanjali Rao. Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested by duty and religious divides.","['drama', 'romance', 'animation']","[romance, longing, hope, conflict, melancholy, beauty, resilience, cultural diversity]",🌹🎨🌆🕊️✝️🕌💔💖
Tee Shot: Ariya Jutanugarn,"This biopic follows pro golfer Ariya Jutanugarn's journey to the LPGA tour, from child prodigy to her number-one ranking in the world.",['drama'],"[inspiration, determination, awe, admiration, joy, pride, suspense, anticipation]",🏌️‍♀️🌟🌍🏆🎉👏😱🤔
Black & White,"Pi Zi and Ying Xiong are two cops who are as different as day and night. One lives a luxurious lifestyle and does nothing but drink coffee and wait for information from dubious sources to crack his cases. Another believes law and justice are the pillars of society and is constantly on the street catching criminals. When a case brings these two top crime solvers together, sparks fly and light begins to creep into the dark corners of Taipei.","['action', 'comedy', 'sport', 'crime']","[action, comedy, intrigue, suspense, camaraderie, conflict, surprise, satisfaction]",🕵️‍♂️👮‍♂️🌆🔦🔫🚔💥🌟
Sam Kinison: Live in Vegas,"Comedy / Music/Musical - In the town that knows no limits, Kinison gives a completely raw and uncensored performance at the very height of his career. Filled with scorching comedy, hot women and sizzling rock 'n roll, this rarely seen live show encapsulates the energy, verve and relentless brand of comedy that was unique to Kinison.","['comedy', 'music', 'documentation']","[laughter, shock, amusement, nostalgia, excitement, admiration, rebelliousness, empowerment]",😂🤯😄🎵🔥🤘💥🔥
The Great British Baking Show,Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain's best amateur baker.,"['reality', 'european']","[amazement, anticipation, joy, suspense, pride, nostalgia, inspiration, hunger]",🍰🏆👩‍🍳🇬🇧🥐🍞🍪🥖
Cold Case Files,Tense new series exploring cold cases from victims death to criminal convictions.,"['crime', 'documentation']","[suspense, curiosity, intrigue, empathy, justice, shock, satisfaction, reflection]",🕵️‍♀️🔎💔⚖️🤯😌👀💭
Tau,"Held captive in a futuristic smart house, a woman hopes to escape by befriending the A.I. program that controls the house.","['scifi', 'thriller', 'horror']","[tension, fear, curiosity, suspense, empathy, hope, relief, satisfaction]",🏠🔐🔬🤖💀🔪🔓🏃‍♀️
Te quiero,Jean and Sylvia left France with a stolen diamond to start a new life in South America. They land in Lima to live their passion. But the diamond is not easy to sell. They meet a French couple and hope to sell them the stolen diamond.,"['drama', 'comedy', 'european']","[intrigue, anticipation, humor, suspense, romance, deception, thrill, satisfaction]",💎🌎🇫🇷🇵🇪🤣😱😍🔪💰
Mauli,Mauli is a tough cop whose in control when in uniform.But a big terror to criminals without uniform he gets transferred to Kapur village which has no respect for cops and it's temple is closed since last 15 years due to terror of Nana Londhe.Mauli beats his men black and blue where he finds admire in Renuka.Its soon reveled that Mauli is a simple man but the actual terror cop is his twin brother with the same name.Mauli's brother dies while trying to save Mauli from Nana leaving Mauli helpless in the village and face humiliation in front of Nana's terror.,"['action', 'drama']","[action, suspense, empathy, determination, sorrow, pride, justice, redemption]",🚔👥🏰👥👥👥🚫😢😠
The Bling Lagosians,"As each member of the Holloway family works to solve their problems, they prepare for Mopelola's party, which will clearly become the year's biggest society event. But the buzz about the party compels the Asset Management Corporation to foreclose on ST. IVES, the family business, after the death of Akin Holloway's his godfather Baba Eko, who had been protecting him. He must then fight a bigger battle: getting Mopelola to cancel her party and maintain a low profile to get them off the radar while he tries to save the business.",['drama'],"[drama, suspense, hope, determination, anxiety, joy, relief, satisfaction]",🎭🔥💪🏼🤔😬😃😌👍🏼
Aziz Ansari: Right Now,"Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate.",['comedy'],"[laughter, introspection, amusement, empathy, reflection, connection, entertainment, relatability]",😂🤔😄🤣😊🤝🎭😅
Archibald's Next Big Thing,The adventures of a care-free Chicken named Archibald.,"['family', 'fantasy', 'scifi', 'animation', 'comedy', 'action']","[joy, laughter, curiosity, surprise, wonder, happiness, amusement, relaxation]",🐔🌟🌈🎉😄🤣🤔😮
StarBeam: Beaming in the New Year,Summersette's biggest baddies join forces on New Year’s Eve to battle Zoey and the Beam Team. But cool cousin Zara powers up to help save the day!,"['animation', 'family', 'scifi']","[excitement, anticipation, joy, bravery, unity, empowerment, triumph, nostalgia]",🌟🎉👧🔦👽👭🦸‍♀️🌌
Rip Tide,"There comes a point in everyone’s life when you have to make a decision about the direction you’re going to take. For newly-18 American fashion model Cora, that time is now. She’s moved to an Australian coastal town to be with her favourite aunt, after a 'fashion faux pas’ back home.","['family', 'drama', 'action', 'thriller']","[hope, empowerment, self-discovery, anticipation, joy, determination, resilience, satisfaction]",🌊👗💪🌟📸🌴🌈👠
Wanted - Matloubin,Wanted is a very human comedy about four old people who run away from a nursing home in the name of love and solidarity.,"['comedy', 'drama']","[humor, nostalgia, empathy, warmth, mischief, courage, rebellion, joy]",🧓🧓🧓🧓💕🏃‍♀️🏃‍♂️
Chota Bheem Aur Ganesh in the Amazing Odyssey,"Raja Laalachmaan and his sidekick, Jadoogar Jobba, awaken an ancient monster Krur. This monster, needs the souls of the purest kingdom. Raja Laalachmaan realizes the best place to find the purest souls is Dholakpur. Raja Laalachmaan and his soldiers take over Dholakpur. Bheem manages to rescue many people, but Laachlamaan kidnaps Raja Indraverma-ll and Princess Indumati says that if the people of Dholakpur do not surrender themssssselves, they will die. So, Bheem and his friends go on the trail. They are helped by ancient clues left in the forest and at sea. But the one person that helps them the most is Chhota Ganesh.He says he is always present on New years, but Kru's invasion of Dholakpur has already started. Can Bheem and Ganesh defeat him??",['animation'],"[adventure, excitement, heroism, wonder, suspense, determination, friendship, hope]",🧞‍☠️🚪🏹🌊🗺️🔍👫🌟
Players,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.","['thriller', 'action', 'crime']","[suspense, thrill, anticipation, excitement, intrigue, adrenaline, cunning, satisfaction]",🔒💰🔪🔎🏃‍♂️💥💼🔐
Jingle Jangle: A Christmas Journey,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.","['fantasy', 'music', 'family']","[joy, wonder, nostalgia, hope, love, excitement, inspiration, enchantment]",🎄🎁🧚‍♂️🌟👧🏽🤩🎶✨
A Perfect Fit,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.","['comedy', 'drama', 'romance']","[excitement, curiosity, conflict, sympathy, love, doubt, humor, satisfaction]",💃🌴👠💔💍🤔😂👏
The Father Who Moves Mountains,"Mircea, former Intelligence officer, finds out that his son from has gone missing in the mountains. He travels there to find him. After days of searches, Mircea put his own rescue team together, leading to conflict with the local squad.","['thriller', 'drama']","[suspense, determination, anxiety, fear, hope, tension, relief, triumph]",🏞️👨‍💼🏔️🔍💔🚁🚔💪
Somewhere Only We Know,"Ph.D. candidate in Physics Mu Cheng He catches a third-year student in English Xue Tong cheating on an exam. When he even becomes the substitute teacher in her elective course Russian and makes her study with him after classes, her hatred for him only grows. Over time, however, Xue Tong discovers Teacher Mu’s true character and comes to secretly love him.","['drama', 'romance']","[frustration, curiosity, anticipation, surprise, joy, heartbreak, hope, satisfaction]",😠🧐🤔😮😊💔🤞🏻😌
Cricket Fever: Mumbai Indians,Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action.,"['documentation', 'sport']","[excitement, anticipation, pride, curiosity, exhilaration, nostalgia, inspiration, satisfaction]",🏏🎉🏆🔥🤩🎇🏵️💪
White Gold,"The story of a double-glazing showroom in Essex in the 80s, led by charismatic Vincent Swan, and his unscrupulous sales team, Brian Fitzpatrick and Martin Lavender.","['comedy', 'european']","[humor, nostalgia, intrigue, amusement, greed, manipulation, satisfaction, disbelief]",😂🕹️🎉🤑🕺🤔😏😱
Munich: The Edge of War,"At the tense 1938 Munich Conference, former friends who now work for opposing governments become reluctant spies racing to expose a Nazi secret.","['drama', 'history', 'thriller']","suspense, intrigue, tension, patriotism, fear, betrayal, determination, relief",🕵️‍♂️🔍🕰️🕵️‍♀️🔎🌍🔥🏴‍☠️
The Crown,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.","['drama', 'history', 'european']","[intrigue, fascination, admiration, nostalgia, suspense, empathy, curiosity, awe]",👑🏰🔍📜🤔👑🏛️🔮
Trinkets,An unexpected friendship forms when three teenage girls meet in Shoplifters Anonymous.,"['drama', 'comedy', 'crime']","[friendship, rebellion, redemption, humor, suspense, empathy, empowerment, sisterhood]",🛍️👭🔒🤣🔦❤️💪👯
Kaake Da Viyah,"A guy's family wants him to get married but it is harder than he thought. On one hand, his grandmother wants him to get married to a girl of her choice, and on the other, his mother is eager to select a girl for him. On top of that, he is already in love with a girl. His dilemma of being stuck between three women forms the crux of the story.","['comedy', 'romance']","[humor, confusion, frustration, love, anticipation, empathy, amusement, resolution]",🤣😕😠💖🤔😂😊🤝
Nate Bargatze: The Greatest Average American,"Tennessee-born comedian, actor, and podcast host Nate Bargatze is back with his second hour-long Netflix original comedy special, Nate Bargatze: The Greatest Average American. Nate reflects on being part of the Oregon Trail generation, meeting his wife while working at Applebee's and the hilariously relatable moments of being a father and husband.",['comedy'],"[laughter, nostalgia, relatability, joy, amusement, warmth, appreciation, lightheartedness]",😂🌟👪🍔🎙️🤣💖🌈
Last Chance U: Basketball,Hit the hardwood in East Los Angeles as a coach with strong convictions leads young men who hope to fulfill major college potential.,"['documentation', 'sport']","[inspiration, determination, anticipation, empathy, pride, disappointment, hope, triumph]",🏀🎓🌟🏆🥺👏🤞🎉
Dragons: Rescue Riders: Secrets of the Songwing,"When a musical dragon with a beautiful voice hypnotizes the dragons and people of Huttsgalor, the Rescue Riders have to find a way to break the spell.","['animation', 'action', 'comedy', 'family', 'fantasy']","[amusement, curiosity, enchantment, anticipation, joy, teamwork, relief, satisfaction]",🐉🎶💫🧚‍♂️🔮🔥🚁🎉
